ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
ILSZJLIOSZT,47,TIILLSSZZO;TIILJSSZZO,J;L,v115@9gQ4ywBti0whR4wwRpBtQ4g0whilRpBtR4whglQ4zh?BtQ4whJeAgWKApiLuCKuytC6OBAA;v115@9gwhQ4ywBti0whR4wwRpBtQ4g0whilRpBtR4whglQ4?zhBtQ4JeAgWKApiLuCKuytC6OBAA;v115@9gRpQ4BtywAtwhRpR4BtwwBtwhg0zhR4Atglwhi0S4?ilwhJeAgWKAMdNPCauytC6OBAA;v115@9gwhRpQ4BtywAtwhRpR4BtwwBtwhg0zhR4Atglwhi0?S4ilJeAgWKAMdNPCauytC6OBAA;v115@9gQ4BtywAtRpwhR4BtwwBtRpwhilR4Ati0whglS4zh?g0whJeAgWKAJNUPCauytC6OBAA;v115@9gwhQ4BtywAtRpwhR4BtwwBtRpwhilR4Ati0whglS4?zhg0JeAgWKAJNUPCauytC6OBAA;v115@9gywR4CtRpzhBtR4Rpg0wwR4AtR4Btgli0zhilJeAg?WKAMujPCauytC6OBAA;v115@9gRpS4BtywRpBtR4zhg0R4BtQ4Btwwgli0zhilJeAg?WKAMezPCTuytC6OBAA;v115@9g3hRpglQ4ywQ4BtRpglR4BtR4i0hlQ4wwBtQ4Btg0?JeAgWKAMtzPCJuytC6OBAA;v115@9gBtQ4BtR4ywh0R4BtRphlg0BtS4Rpwwglg03hglJe?AgWKApyjPCauytC6OBAA;v115@9gRpQ4DtywRpR4Dtwwglg0zhR4ili0S4zhJeAgWKAJ?NUPCauytC6OBAA;v115@9gilBtR4ywglAtRpR4zhBtRpBtR4wwglAtzhR4ilJe?AgWKAMdNFDMuytC6OBAA;v115@9gQ4BtywRpg0whR4DtRpg0whilR4Bth0whglS4ww0h?JeAgWKAJtjWCKuytC6OBAA;v115@9gwhQ4BtywRpg0whR4DtRpg0whilR4Bth0whglS4ww?zhJeAgWKAJtjWCKuytC6OBAA;v115@9gRpBtywR4AtRpzhR4BtilBtwwR4AthlzhR4ilJeAg?WKAMdNFDMuytC6OBAA;v115@9gglRpQ4BtywAtglRpR4BtwwBthlzhR4AtglzhS4il?JeAgWKAMdNFDMuytC6OBAA;v115@9gRpQ4BtywR4RpR4BtzhilQ4BtwwR4hlzhBtilJeAg?WKAMujFDMuytC6OBAA;v115@9gh0R4Btywwhg0R4RpBthlwhg0R4RpBtwwglwhR4zh?BtglwhJeAgWKAJtjWCKuytC6OBAA;v115@9gwhh0R4Btywwhg0R4RpBthlwhg0R4RpBtwwglwhR4?zhBtglJeAgWKAJtjWCKuytC6OBAA;v115@9gywR4BtR4AtzhRpR4Btg0wwR4RpCtgli0zhilJeAg?WKAMezPCTuytC6OBAA;v115@9gBtR4ywQ4ilR4RpBtR4hlBtRpwwBtQ4il3hJeAgWK?ApiLuCMuytC6OBAA;v115@9gywBtR4AtR4h0RpR4Bthlg0wwRpCtR4glg03hglJe?AgWKApizPCTuytC6OBAA;v115@9gQ4ywBtzhR4wwRpBtQ4klRpBtR4hlQ4zhBtQ4glJe?AgWKApiLuCMuytC6OBAA;v115@9gywRpBtQ4glwhh0zhilwhg0BtRpT4whg0wwBtR4Bt?Q4whJeAgWKAJtzPCMuytC6OBAA;v115@9gwhywRpBtQ4glwhh0zhilwhg0BtRpT4whg0wwBtR4?BtQ4JeAgWKAJtzPCMuytC6OBAA;v115@9gilywBtRpglAtzhR4RpBtR4wwR4BtglAtR4zhilJe?AgWKAMujFDMuytC6OBAA;v115@9gilR4BtywglAtR4RpzhBtR4RpBtwwglAtR4zhilJe?AgWKAMujFDMuytC6OBAA;v115@9g3hilRpBtQ4ywhlRpT4BtilR4BtQ4wwBtJeAgWKAM?tbMCMuytC6OBAA;v115@9gQ4BtR4ywRpT4zhRpilBtzhhlQ4DtwwilJeAgWKAM?eLuCMuytC6OBAA;v115@9gRpzhywAtRpglQ4BtR4BtilR4Bti0zhS4wwAtg0Je?AgWKAJtzPCMuytC6OBAA;v115@9gxhQ4BtywRpxhR4DtRpxhilR4BtglxhglS4wwilJe?AgWKAMtbMCMuytC6OBAA;v115@9gQ4BtywRpxhR4DtRpxhilR4BtglxhglS4wwilxhJe?AgWKAMdNFDMuytC6OBAA;v115@9gwhQ4BtywRpxhR4DtRpxhilR4BtglxhglS4wwilwh?JeAgWKAMdNFDMuytC6OBAA;v115@9gywQ4zhRpglBtS4BtRpglwwBtS4BtilzhQ4ilJeAg?WKAMujFDMuytC6OBAA;v115@9gywRpBtQ4glwhh0R4Btilwhg0R4RpBtR4whg0wwzh?BtQ4whJeAgWKAJtzPCMuytC6OBAA;v115@9gwhywRpBtQ4glwhh0R4Btilwhg0R4RpBtR4whg0ww?zhBtQ4JeAgWKAJtzPCMuytC6OBAA;v115@9gQ4ywzhRpR4BtR4Atg0RpilR4Bti0glQ4wwCtzhJe?AgWKApizPCTuytC6OBAA;v115@9gzhQ4ywRpglQ4BtR4BtRpglR4BtQ4wwBtilQ4zhil?JeAgWKApyjFDMuytC6OBAA;v115@9gzhRpywAtglQ4BtRpR4BtglR4BtR4wwAtilQ4zhil?JeAgWKApyjFDMuytC6OBAA;v115@9gQ4ywQ4zhAtR4BtR4RpBtg0Q4wwBtQ4RpAtgli0zh?ilJeAgWKAMezPCTuytC6OBAA;v115@9gRpQ4BtywR4RpR4BtwwR4jlQ4BtzhglzhBtilJeAg?WKAMtbMCMuytC6OBAA;v115@9g3hRpglQ4ywQ4BtRpglR4BtR4BtilQ4wwBtQ4ilJe?AgWKAMtbMCMuytC6OBAA;v115@9gzhywAtRpglQ4BtR4BtRpglR4BtzhilS4wwAtilJe?AgWKAMtbMCMuytC6OBAA;v115@9gwhywR4Bthlwhh0R4RpBtglwhg0wwR4RpBtglwhg0?R4zhBtJeAgWKAJtzPCMuytC6OBAA;v115@9gywR4Bthlwhh0R4RpBtglwhg0wwR4RpBtglwhg0R4?zhBtwhJeAgWKAJtzPCMuytC6OBAA;v115@9gilR4ywAtwhglAtR4RpwwBtwhBtR4Rpi0whAtR4zh?Atg0whJeAgWKAJtzPCMuytC6OBAA;v115@9gwhilR4ywAtwhglAtR4RpwwBtwhBtR4Rpi0whAtR4?zhAtg0JeAgWKAJtzPCMuytC6OBAA
